Program "PAW_protein_grouper.py" run on Fri May  8 06:42:05 2020


	=SUBTOTAL(109,B6:B9936)															
182	1	REV_Q96HW7	 	 	 	reversed	2.4	963	108170	REVERSED.	2	2	1.000	2	2	2.000
183	1	REV_Q96IR2	 	 	 	reversed	2.7	970	113132	REVERSED.	2	2	1.000	2	2	2.000
184	1	REV_Q96JB2	 	 	REV_Q96JB2, sp|Q8IWI9|MGAP_HUMAN, sp|Q9Y2Q0|AT8A1_HUMAN	reversed	3.0	828	94095	REVERSED.	3	2	0.667	3	2	2.074
185	1	REV_Q96JN2	 	 	REV_Q96JN2, sp|Q6IBW4|CNDH2_HUMAN	reversed	1.9	1154	134044	REVERSED.	2	1	0.500	2	1	1.250
186	1	REV_Q96L91	 	 	 	reversed	0.7	3159	343485	REVERSED.	2	2	1.000	2	2	2.000
187	1	REV_Q96L93	 	 	 	reversed	2.1	1317	152010	REVERSED.	3	3	1.000	3	3	3.000
188	1	REV_Q96M20	 	 	REV_Q96M20, sp|O15164|TIF1A_HUMAN	reversed	3.8	576	67511	REVERSED.	2	1	0.500	2	1	1.033
189	1	REV_Q96M69	 	 	 	reversed	5.2	825	93617	REVERSED.	3	3	1.000	3	3	3.000
190	1	REV_Q96M94	 	 	 	reversed	1.7	604	69774	REVERSED.	2	1	0.500	2	1	1.062
191	1	REV_Q96MY7	 	 	 	reversed	4.6	647	73646	REVERSED.	2	2	1.000	2	2	2.000
192	1	REV_Q96Q15	 	 	 	reversed	0.7	3661	410496	REVERSED.	2	2	1.000	2	2	2.000
193	1	REV_Q96Q89	 	 	 	reversed	0.9	1820	210627	REVERSED.	2	2	1.000	2	2	2.000
194	1	REV_Q96R06	 	 	 	reversed	2.4	1193	134420	REVERSED.	3	3	1.000	3	3	3.000
195	1	REV_Q96S38	 	 	 	reversed	2.4	1066	118681	REVERSED.	2	2	1.000	2	2	2.000
196	1	REV_Q96SK3	 	 	 	reversed	4.6	696	80506	REVERSED.	2	2	1.000	2	2	2.000
197	1	REV_Q99996	 	 	 	reversed	0.9	3907	452982	REVERSED.	2	2	1.000	2	2	2.000
198	1	REV_Q9BXS5	 	 	 	reversed	7.1	423	48586	REVERSED.	2	2	1.000	2	2	2.000
199	1	REV_Q9BYV2	 	 	 	reversed	7.0	358	40300	REVERSED.	5	5	1.000	5	5	5.000
200	1	REV_Q9BZE4	 	 	REV_Q9BZE4, sp|O15078|CE290_HUMAN, sp|Q9Y2A7|NCKP1_HUMAN, sp|Q9Y496|KIF3A_HUMAN	reversed	2.2	634	73964	REVERSED.	2	0	0.000	2	0	0.000
201	1	REV_Q9C0D7	 	 	 	reversed	4.2	883	99339	REVERSED.	3	3	1.000	3	3	3.000
202	1	REV_Q9H2G2	 	 	 	reversed	1.3	1235	142693	REVERSED.	2	2	1.000	2	2	2.000
203	1	REV_Q9H2M9	 	 	REV_Q9H2M9, sp|Q96JB5|CK5P3_HUMAN	reversed	2.1	1393	155983	REVERSED.	5	1	0.200	5	1	1.100
204	1	REV_Q9H3G5	 	 	 	reversed	10.3	476	54163	REVERSED.	2	2	1.000	2	2	2.000
205	1	REV_Q9H799	 	 	 	reversed	0.5	3197	361742	REVERSED.	6	6	1.000	6	6	6.000
206	1	REV_Q9H902	 	 	REV_Q9H902, sp|Q05048|CSTF1_HUMAN	reversed	10.0	201	22254	REVERSED.	3	1	0.333	3	1	1.095
207	1	REV_Q9HC56	 	 	 	reversed	1.5	1237	136063	REVERSED.	3	3	1.000	3	3	3.000
208	1	REV_Q9HD67	 	 	REV_Q9HD67, sp|P46939|UTRO_HUMAN	reversed	0.7	2058	237344	REVERSED.	2	1	0.500	2	1	1.011
209	1	REV_Q9NQA5	 	 	 	reversed	2.3	729	82550	REVERSED.	2	2	1.000	2	2	2.000
210	1	REV_Q9NQR7	 	 	 	reversed	2.3	707	79738	REVERSED.	2	2	1.000	2	2	2.000
211	1	REV_Q9NR99	 	 	 	reversed	0.7	2828	312147	REVERSED.	5	5	1.000	5	5	5.000
212	1	REV_Q9NRR4	 	 	 	reversed	1.7	1374	159314	REVERSED.	2	2	1.000	2	2	2.000
213	1	REV_Q9NS86	 	 	 	reversed	5.3	450	50854	REVERSED.	3	3	1.000	3	3	3.000
214	1	REV_Q9NXG0	 	 	 	reversed	2.3	1405	161569	REVERSED.	6	6	1.000	6	6	6.000
215	1	REV_Q9NY91	 	 	 	reversed	2.7	659	72455	REVERSED.	5	5	1.000	5	5	5.000
216	1	REV_Q9NYC9	 	 	REV_Q9NYC9, REV_Q9UFH2, sp|P78316|NOP14_HUMAN, sp|Q5JRA6|TGO1_HUMAN	reversed	0.7	4486	511871	REVERSED.	4	1	0.250	4	1	1.107
217	1	REV_Q9P273	 	 	 	reversed	0.8	2699	300947	REVERSED.	6	6	1.000	6	6	6.000
218	1	REV_Q9P2D1	 	 	REV_Q3L8U1, REV_Q9P2D1, sp|Q8TB36|GDAP1_HUMAN	reversed	1.5	2997	335923	REVERSED.	5	3	0.600	5	3	3.964
219	1	REV_Q9P2E9	 	 	 	reversed	2.3	1410	152454	REVERSED.	3	3	1.000	3	3	3.000
220	1	REV_Q9P2M7	 	 	REV_Q9P2M7, sp|P31948|STIP1_HUMAN, sp|P50502|F10A1_HUMAN	reversed	1.2	1197	136384	REVERSED.	16	0	0.000	16	0	0.000
221	1	REV_Q9P2P6	 	 	REV_Q9P2P6, sp|O75150|BRE1B_HUMAN	reversed	0.5	4700	516338	REVERSED.	3	1	0.333	3	1	1.035
222	1	REV_Q9UFH2	 	 	REV_Q9NYC9, REV_Q9UFH2, sp|Q5JRA6|TGO1_HUMAN	reversed	0.5	4462	509307	REVERSED.	3	2	0.667	3	2	2.054
223	1	REV_Q9UL03	 	 	 	reversed	2.7	887	100389	REVERSED.	2	2	1.000	2	2	2.000
224	1	REV_Q9UL12	 	 	 	reversed	2.1	918	101036	REVERSED.	3	3	1.000	3	3	3.000
225	1	REV_Q9ULH0	 	 	REV_Q9ULH0, sp|Q8IX18|DHX40_HUMAN	reversed	1.8	1771	196540	REVERSED.	7	1	0.143	7	1	1.375
226	1	REV_Q9ULL5	 	 	 	reversed	0.4	2036	211041	REVERSED.	2	1	0.500	2	1	1.004
227	1	REV_Q9UPA5	 	 	REV_Q9UPA5, REV_Q9Y6V0, sp|Q8NBN7|RDH13_HUMAN	reversed	0.6	3926	416464	REVERSED.	2	1	0.500	2	1	1.100
228	1	REV_Q9UPN3	 	 	 	reversed	0.7	7388	838298	REVERSED.	6	6	1.000	6	6	6.000
229	1	REV_Q9UPN4	 	 	 	reversed	2.8	1083	122147	REVERSED.	3	3	1.000	3	3	3.000
230	1	REV_Q9UPV0	 	 	 	reversed	1.5	1460	164312	REVERSED.	2	2	1.000	2	2	2.000
231	1	REV_Q9UPX8	 	 	REV_Q9UPX8, sp|Q9Y5K6|CD2AP_HUMAN	reversed	0.5	1470	158820	REVERSED.	2	1	0.500	2	1	1.033
232	1	REV_Q9Y217	 	 	 	reversed	4.2	621	71967	REVERSED.	2	2	1.000	2	2	2.000
233	1	REV_Q9Y2I6	 	 	 	reversed	2.3	1382	156342	REVERSED.	2	2	1.000	2	2	2.000
234	1	REV_Q9Y3R0	 	 	REV_Q9Y3R0, sp|P0A720|KTHY_ECOLI, sp|Q9UHK6|AMACR_HUMAN	reversed	1.2	1128	122421	REVERSED.	2	1	0.500	2	1	1.053
235	1	REV_Q9Y4C0	 	 	 	reversed	1.2	1643	180597	REVERSED.	2	2	1.000	2	2	2.000
236	1	REV_Q9Y4C4	 	 	 	reversed	2.8	1052	116949	REVERSED.	2	2	1.000	2	2	2.000
237	1	REV_Q9Y4D8	 	 	 	reversed	0.6	3996	439339	REVERSED.	2	2	1.000	2	2	2.000
238	1	REV_Q9Y4I1	 	 	REV_Q9Y4I1, sp|Q9Y4I1|MYO5A_HUMAN	reversed	2.4	1855	215403	REVERSED.	3	2	0.667	3	2	2.039
239	1	REV_Q9Y6V0	 	 	REV_Q9UPA5, REV_Q9Y6V0, sp|Q8NBN7|RDH13_HUMAN	reversed	0.4	5142	560693	REVERSED.	2	1	0.500	2	1	1.100
240	1	sp|A0A024RBG1|NUD4B_HUMAN	 	 	sp|A0A024RBG1|NUD4B_HUMAN, sp|Q9NZJ9|NUDT4_HUMAN	 	19.3	181	20434	Diphosphoinositol polyphosphate phosphohydrolase NUDT4B OS=Homo sapiens (Human) OX=9606 GN=NUDT4B PE=3 SV=1	5	1	0.200	5	1	1.667
241	1	sp|A0A0B4J2D5|GAL3B_HUMAN (+1)	sp|A0A0B4J2D5|GAL3B_HUMAN&sp|P0DPI2|GAL3A_HUMAN	 	 	 	51.1	268	28142	Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial OS=Homo sapiens (Human) OX=9606 GN=GATD3B PE=1 SV=1	44	44	1.000	44	44	44.000
242	1	sp|A0A0B4J2F0|PIOS1_HUMAN	 	 	 	 	22.2	54	6313	Protein PIGBOS1 OS=Homo sapiens (Human) OX=9606 GN=PIGBOS1 PE=1 SV=1	4	4	1.000	4	4	4.000
244	1	sp|A0A385XJE6|INH21_ECOLI (+10)	sp|A0A385XJE6|INH21_ECOLI&sp|P0CE49|INSH1_ECOLI&sp|P0CE50|INSH2_ECOLI&sp|P0CE51|INSH3_ECOLI&sp|P0CE52|INSH4_ECOLI&sp|P0CE53|INSH6_ECOLI&sp|P0CE54|INSH7_ECOLI&sp|P0CE55|INSH8_ECOLI&sp|P0CE56|INSH9_ECOLI&sp|P0CE57|INH10_ECOLI&sp|P0CE58|INH11_ECOLI	 	 	 	11.8	338	39327	Transposase InsH for insertion sequence element IS5U OS=Escherichia coli (strain K12) OX=83333 GN=insH21 PE=3 SV=1	6	6	1.000	6	6	6.000
245	1	sp|A0AV96|RBM47_HUMAN	 	 	 	 	29.3	593	64098	RNA-binding protein 47 OS=Homo sapiens (Human) OX=9606 GN=RBM47 PE=1 SV=2	38	38	1.000	38	38	38.000
246	1	sp|A0AVF1|IFT56_HUMAN	 	 	 	 	7.4	554	64177	Intraflagellar transport protein 56 OS=Homo sapiens (Human) OX=9606 GN=TTC26 PE=2 SV=1	4	4	1.000	4	4	4.000
247	1	sp|A0AVK6|E2F8_HUMAN	 	 	 	 	2.2	867	94165	Transcription factor E2F8 OS=Homo sapiens (Human) OX=9606 GN=E2F8 PE=1 SV=1	5	5	1.000	5	5	5.000
248	1	sp|A0AVT1|UBA6_HUMAN	 	 	 	 	31.9	1052	117969	Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens (Human) OX=9606 GN=UBA6 PE=1 SV=1	73	73	1.000	73	73	73.000
249	1	sp|A0FGR8|ESYT2_HUMAN	 	 	 	 	30.5	921	102356	Extended synaptotagmin-2 OS=Homo sapiens (Human) OX=9606 GN=ESYT2 PE=1 SV=1	52	52	1.000	52	52	52.000
250	1	sp|A0JLT2|MED19_HUMAN	 	 	 	 	16.4	244	26273	Mediator of RNA polymerase II transcription subunit 19 OS=Homo sapiens (Human) OX=9606 GN=MED19 PE=1 SV=2	4	4	1.000	4	4	4.000
251	1	sp|A0JNW5|UH1BL_HUMAN	 	 	 	 	4.1	1464	164197	UHRF1-binding protein 1-like OS=Homo sapiens (Human) OX=9606 GN=UHRF1BP1L PE=1 SV=2	6	6	1.000	6	6	6.000
252	1	sp|A0M8Q6|IGLC7_HUMAN	 	 	sp|A0M8Q6|IGLC7_HUMAN, sp|B9A064|IGLL5_HUMAN, sp|P0DOY2|IGLC2_HUMAN	 	23.6	106	11253	Immunoglobulin lambda constant 7 OS=Homo sapiens (Human) OX=9606 GN=IGLC7 PE=1 SV=3	3	1	0.333	3	1	1.500
253	1	sp|A0MZ66|SHOT1_HUMAN	 	 	 	 	33.6	631	71639	Shootin-1 OS=Homo sapiens (Human) OX=9606 GN=SHTN1 PE=1 SV=4	36	36	1.000	36	36	36.000
254	1	sp|A0PJW6|TM223_HUMAN	 	 	 	 	17.8	202	22049	Transmembrane protein 223 OS=Homo sapiens (Human) OX=9606 GN=TMEM223 PE=1 SV=1	8	8	1.000	8	8	8.000
255	1	sp|A0PK00|T120B_HUMAN	 	 	sp|A0PK00|T120B_HUMAN, sp|Q9BXJ8|T120A_HUMAN	 	13.0	339	40245	Transmembrane protein 120B OS=Homo sapiens (Human) OX=9606 GN=TMEM120B PE=1 SV=1	5	4	0.800	5	4	4.308
256	1	sp|A1A4S6|RHG10_HUMAN	 	 	sp|A1A4S6|RHG10_HUMAN, sp|Q9UNA1|RHG26_HUMAN	 	16.3	786	89374	Rho GTPase-activating protein 10 OS=Homo sapiens (Human) OX=9606 GN=ARHGAP10 PE=1 SV=1	17	16	0.941	17	16	16.762
257	1	sp|A1A5B4|ANO9_HUMAN	 	 	 	 	5.9	782	90332	Anoctamin-9 OS=Homo sapiens (Human) OX=9606 GN=ANO9 PE=1 SV=3	3	3	1.000	3	3	3.000
258	1	sp|A1A5D9|BICL2_HUMAN	 	 	 	 	4.7	508	56833	BICD family-like cargo adapter 2 OS=Homo sapiens (Human) OX=9606 GN=BICDL2 PE=1 SV=2	2	2	1.000	2	2	2.000
259	1	sp|A1L020|MEX3A_HUMAN	 	 	sp|A1L020|MEX3A_HUMAN, sp|Q5U5Q3|MEX3C_HUMAN, sp|Q6ZN04|MEX3B_HUMAN, sp|Q86XN8|MEX3D_HUMAN	 	9.6	520	54173	RNA-binding protein MEX3A OS=Homo sapiens (Human) OX=9606 GN=MEX3A PE=1 SV=1	5	4	0.800	5	4	4.286
260	1	sp|A1L0T0|ILVBL_HUMAN	 	 	 	 	25.8	632	67867	Acetolactate synthase-like protein OS=Homo sapiens (Human) OX=9606 GN=ILVBL PE=1 SV=2	19	19	1.000	19	19	19.000
261	1	sp|A1L390|PKHG3_HUMAN	 	 	 	 	5.9	1219	134411	Pleckstrin homology domain-containing family G member 3 OS=Homo sapiens (Human) OX=9606 GN=PLEKHG3 PE=1 SV=1	9	9	1.000	9	9	9.000
262	1	sp|A1X283|SPD2B_HUMAN	 	 	sp|A1X283|SPD2B_HUMAN, sp|Q5TCZ1|SPD2A_HUMAN	 	2.0	911	101578	SH3 and PX domain-containing protein 2B OS=Homo sapiens (Human) OX=9606 GN=SH3PXD2B PE=1 SV=3	2	1	0.500	2	1	1.500
263	1	sp|A2A3N6|PIPSL_HUMAN	 	 	sp|A2A3N6|PIPSL_HUMAN, sp|P55036|PSMD4_HUMAN, sp|Q99755|PI51A_HUMAN	 	10.0	862	95047	Putative PIP5K1A and PSMD4-like protein OS=Homo sapiens (Human) OX=9606 GN=PIPSL PE=5 SV=1	16	0	0.000	16	0	0.000
264	1	sp|A2AJT9|BCLA3_HUMAN	 	 	 	 	4.1	711	83870	BCLAF1 and THRAP3 family member 3 OS=Homo sapiens (Human) OX=9606 GN=BCLAF3 PE=1 SV=1	3	3	1.000	3	3	3.000
265	1	sp|A2RRD8|ZN320_HUMAN	 	 	sp|A2RRD8|ZN320_HUMAN, sp|O75373|ZN737_HUMAN, sp|P17039|ZNF30_HUMAN, sp|P59923|ZN445_HUMAN, sp|Q14593|ZN273_HUMAN, sp|Q5HY98|ZN766_HUMAN, sp|Q6ZN06|ZN813_HUMAN, sp|Q6ZNG1|ZN600_HUMAN, sp|Q6ZR52|ZN493_HUMAN, sp|Q86XN6|ZN761_HUMAN, sp|Q8IYN0|ZN100_HUMAN, sp|Q8N4W9|ZN808_HUMAN, sp|Q8TF32|ZN431_HUMAN, sp|Q8WV37|ZN480_HUMAN, sp|Q96IR2|ZN845_HUMAN, sp|Q96N38|ZN714_HUMAN, sp|Q9H7R5|ZN665_HUMAN, sp|Q9H8G1|ZN430_HUMAN, sp|Q9HCG1|ZN160_HUMAN, sp|Q9NV72|ZN701_HUMAN	 	7.9	509	59326	Zinc finger protein 320 OS=Homo sapiens (Human) OX=9606 GN=ZNF320 PE=1 SV=1	7	0	0.000	7	0	0.000
266	1	sp|A2RRP1|NBAS_HUMAN	 	 	 	 	15.7	2371	268568	Neuroblastoma-amplified sequence OS=Homo sapiens (Human) OX=9606 GN=NBAS PE=1 SV=2	45	45	1.000	45	45	45.000
267	1	sp|A2RTX5|SYTC2_HUMAN	 	 	sp|A2RTX5|SYTC2_HUMAN, sp|P26639|SYTC_HUMAN	 	18.1	802	92645	Threonine--tRNA ligase 2, cytoplasmic OS=Homo sapiens (Human) OX=9606 GN=TARS3 PE=1 SV=1	20	12	0.600	20	12	12.636
268	1	sp|A2RU67|F234B_HUMAN	 	 	 	 	4.3	622	67038	Protein FAM234B OS=Homo sapiens (Human) OX=9606 GN=FAM234B PE=1 SV=1	2	2	1.000	2	2	2.000
269	1	sp|A2RUC4|TYW5_HUMAN	 	 	 	 	14.9	315	36547	tRNA wybutosine-synthesizing protein 5 OS=Homo sapiens (Human) OX=9606 GN=TYW5 PE=1 SV=1	6	6	1.000	6	6	6.000
270	1	sp|A2RUS2|DEND3_HUMAN	 	 	 	 	5.3	1198	135889	DENN domain-containing protein 3 OS=Homo sapiens (Human) OX=9606 GN=DENND3 PE=1 SV=2	8	8	1.000	8	8	8.000
271	1	sp|A2VDJ0|T131L_HUMAN	 	 	 	 	3.7	1609	179337	Transmembrane protein 131-like OS=Homo sapiens (Human) OX=9606 GN=TMEM131L PE=1 SV=2	7	7	1.000	7	7	7.000
272	1	sp|A3KMH1|VWA8_HUMAN	 	 	 	 	27.6	1905	214822	von Willebrand factor A domain-containing protein 8 OS=Homo sapiens (Human) OX=9606 GN=VWA8 PE=1 SV=2	66	66	1.000	66	66	66.000
273	1	sp|A3KN83|SBNO1_HUMAN	 	 	sp|A3KN83|SBNO1_HUMAN, sp|Q9Y2G9|SBNO2_HUMAN	 	19.7	1393	154310	Protein strawberry notch homolog 1 OS=Homo sapiens (Human) OX=9606 GN=SBNO1 PE=1 SV=1	43	34	0.791	43	34	42.270
274	1	sp|A4D1E1|Z804B_HUMAN	 	 	 	 	2.7	1349	152571	Zinc finger protein 804B OS=Homo sapiens (Human) OX=9606 GN=ZNF804B PE=2 SV=2	5	5	1.000	5	5	5.000
275	1	sp|A4D1E9|GTPBA_HUMAN	 	 	 	 	33.9	387	42932	GTP-binding protein 10 OS=Homo sapiens (Human) OX=9606 GN=GTPBP10 PE=1 SV=1	23	23	1.000	23	23	23.000
276	1	sp|A4D1P6|WDR91_HUMAN	 	 	 	 	5.1	747	83343	WD repeat-containing protein 91 OS=Homo sapiens (Human) OX=9606 GN=WDR91 PE=1 SV=2	7	7	1.000	7	7	7.000
277	1	sp|A4D1S5|RAB19_HUMAN	 	 	sp|A4D1S5|RAB19_HUMAN, sp|Q86YS6|RAB43_HUMAN	 	8.8	217	24400	Ras-related protein Rab-19 OS=Homo sapiens (Human) OX=9606 GN=RAB19 PE=2 SV=2	2	1	0.500	2	1	1.125
278	1	sp|A4D1U4|DEN11_HUMAN	 	 	 	 	5.1	455	51445	DENN domain-containing protein 11 OS=Homo sapiens (Human) OX=9606 GN=DENND11 PE=1 SV=1	3	3	1.000	3	3	3.000
279	1	sp|A4FU01|MTMRB_HUMAN	 	 	sp|A4FU01|MTMRB_HUMAN, sp|P08240|SRPRA_HUMAN	 	2.5	709	79544	Myotubularin-related protein 11 OS=Homo sapiens (Human) OX=9606 GN=MTMR11 PE=2 SV=2	2	1	0.500	2	1	1.015
281	1	sp|A5A614|YCIZ_ECOLI	 	 	 	 	33.3	57	6441	UPF0509 protein YciZ OS=Escherichia coli (strain K12) OX=83333 GN=yciZ PE=1 SV=1	2	2	1.000	2	2	2.000
282	1	sp|A5D8V6|VP37C_HUMAN	 	 	 	 	17.5	355	38658	Vacuolar protein sorting-associated protein 37C OS=Homo sapiens (Human) OX=9606 GN=VPS37C PE=1 SV=2	9	9	1.000	9	9	9.000
283	1	sp|A5PLL7|TM189_HUMAN	 	 	 	 	7.8	270	31135	Plasmanylethanolamine desaturase OS=Homo sapiens (Human) OX=9606 GN=TMEM189 PE=1 SV=3	3	3	1.000	3	3	3.000
284	1	sp|A5PLN9|TPC13_HUMAN	 	 	 	 	3.8	417	46523	Trafficking protein particle complex subunit 13 OS=Homo sapiens (Human) OX=9606 GN=TRAPPC13 PE=1 SV=2	3	3	1.000	3	3	3.000
285	1	sp|A5YKK6|CNOT1_HUMAN	 	 	 	 	27.9	2376	266936	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens (Human) OX=9606 GN=CNOT1 PE=1 SV=2	144	144	1.000	144	144	144.000
286	1	sp|A6H8Y1|BDP1_HUMAN	 	 	 	 	0.7	2624	293882	Transcription factor TFIIIB component B'' homolog OS=Homo sapiens (Human) OX=9606 GN=BDP1 PE=1 SV=3	2	2	1.000	2	2	2.000
287	1	sp|A6NCE7|MP3B2_HUMAN (+1)	sp|A6NCE7|MP3B2_HUMAN&sp|Q9GZQ8|MLP3B_HUMAN	 	 	 	16.8	125	14628	Microtubule-associated proteins 1A/1B light chain 3 beta 2 OS=Homo sapiens (Human) OX=9606 GN=MAP1LC3B2 PE=2 SV=1	6	6	1.000	6	6	6.000
288	1	sp|A6ND36|FA83G_HUMAN	 	 	 	 	3.5	823	90834	Protein FAM83G OS=Homo sapiens (Human) OX=9606 GN=FAM83G PE=1 SV=2	2	2	1.000	2	2	2.000
289	1	sp|A6NDG6|PGP_HUMAN	 	 	 	 	46.4	321	34006	Glycerol-3-phosphate phosphatase OS=Homo sapiens (Human) OX=9606 GN=PGP PE=1 SV=1	35	35	1.000	35	35	35.000
290	1	sp|A6NDU8|CE051_HUMAN	 	 	 	 	11.2	294	33620	UPF0600 protein C5orf51 OS=Homo sapiens (Human) OX=9606 GN=C5orf51 PE=1 SV=1	5	5	1.000	5	5	5.000
291	1	sp|A6NE01|F186A_HUMAN	 	 	REV_Q14789, sp|A6NE01|F186A_HUMAN, sp|Q8N556|AFAP1_HUMAN	 	1.0	2351	262755	Protein FAM186A OS=Homo sapiens (Human) OX=9606 GN=FAM186A PE=2 SV=3	2	1	0.500	2	1	1.200
292	1	sp|A6NED2|RCCD1_HUMAN	 	 	 	 	22.6	376	40078	RCC1 domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=RCCD1 PE=1 SV=1	6	6	1.000	6	6	6.000
293	1	sp|A6NFI3|ZN316_HUMAN	 	 	 	 	3.2	1004	108436	Zinc finger protein 316 OS=Homo sapiens (Human) OX=9606 GN=ZNF316 PE=1 SV=1	3	3	1.000	3	3	3.000
294	1	sp|A6NFQ2|TCAF2_HUMAN (+1)	sp|A6NFQ2|TCAF2_HUMAN&tr|A0A1B0GVM2|A0A1B0GVM2_HUMAN	 	 	 	10.6	919	100905	TRPM8 channel-associated factor 2 OS=Homo sapiens (Human) OX=9606 GN=TCAF2 PE=1 SV=2	8	8	1.000	8	8	8.000
296	1	sp|A6NHR9|SMHD1_HUMAN	 	 	 	 	27.6	2005	226371	Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=SMCHD1 PE=1 SV=2	101	101	1.000	101	101	101.000
297	1	sp|A6NHX0|CAST2_HUMAN	 	 	 	 	17.0	329	36056	Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens (Human) OX=9606 GN=CASTOR2 PE=1 SV=3	8	8	1.000	8	8	8.000
298	1	sp|A6NI72|NCF1B_HUMAN (+1)	sp|A6NI72|NCF1B_HUMAN&sp|P14598|NCF1_HUMAN	 	 	 	25.6	391	44816	Putative neutrophil cytosol factor 1B OS=Homo sapiens (Human) OX=9606 GN=NCF1B PE=5 SV=2	19	19	1.000	19	19	19.000
299	1	sp|A6NIH7|U119B_HUMAN	 	 	sp|A6NIH7|U119B_HUMAN, sp|Q13432|U119A_HUMAN	 	19.5	251	28136	Protein unc-119 homolog B OS=Homo sapiens (Human) OX=9606 GN=UNC119B PE=1 SV=1	5	4	0.800	5	4	4.667
300	1	sp|A6NJ78|MET15_HUMAN	 	 	sp|A6NJ78|MET15_HUMAN, sp|P60390|RSMH_ECOLI	 	24.8	407	46121	Probable methyltransferase-like protein 15 OS=Homo sapiens (Human) OX=9606 GN=METTL15 PE=1 SV=1	10	8	0.800	10	8	8.762
301	1	sp|A6NK59|ASB14_HUMAN	 	 	 	 	3.6	587	65331	Ankyrin repeat and SOCS box protein 14 OS=Homo sapiens (Human) OX=9606 GN=ASB14 PE=2 SV=2	5	5	1.000	5	5	5.000
302	1	sp|A6NKF1|SAC31_HUMAN	 	 	 	 	13.4	404	43553	SAC3 domain-containing protein 1 OS=Homo sapiens (Human) OX=9606 GN=SAC3D1 PE=1 SV=2	7	7	1.000	7	7	7.000
304	1	sp|A6NNY8|UBP27_HUMAN	 	 	sp|A6NNY8|UBP27_HUMAN, sp|Q63HN8|RN213_HUMAN, sp|Q9UPT9|UBP22_HUMAN	 	7.3	438	49630	Ubiquitin carboxyl-terminal hydrolase 27 OS=Homo sapiens (Human) OX=9606 GN=USP27X PE=1 SV=3	5	0	0.000	5	0	0.000
305	1	sp|A7E2V4|ZSWM8_HUMAN	 	 	 	 	1.6	1837	197295	Zinc finger SWIM domain-containing protein 8 OS=Homo sapiens (Human) OX=9606 GN=ZSWIM8 PE=1 SV=1	3	3	1.000	3	3	3.000
306	1	sp|A7MCY6|TBKB1_HUMAN	 	 	 	 	4.1	615	67701	TANK-binding kinase 1-binding protein 1 OS=Homo sapiens (Human) OX=9606 GN=TBKBP1 PE=1 SV=1	2	2	1.000	2	2	2.000
307	1	sp|A8K2U0|A2ML1_HUMAN	 	 	 	 	1.4	1454	161105	Alpha-2-macroglobulin-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=A2ML1 PE=1 SV=3	2	2	1.000	2	2	2.000
308	1	sp|A8MPP1|D11L8_HUMAN (+2)	sp|A8MPP1|D11L8_HUMAN&sp|Q92771|DDX12_HUMAN&sp|Q96FC9|DDX11_HUMAN	 	 	 	2.2	907	101810	Putative ATP-dependent RNA helicase DDX11-like protein 8 OS=Homo sapiens (Human) OX=9606 GN=DDX11L8 PE=1 SV=1	3	3	1.000	3	3	3.000
309	1	sp|A8MT69|CENPX_HUMAN	 	 	 	 	28.4	81	8959	Centromere protein X OS=Homo sapiens (Human) OX=9606 GN=CENPX PE=1 SV=1	3	3	1.000	3	3	3.000
310	1	sp|A8MW92|P20L1_HUMAN	 	 	 	 	4.6	1017	115009	PHD finger protein 20-like protein 1 OS=Homo sapiens (Human) OX=9606 GN=PHF20L1 PE=1 SV=2	6	6	1.000	6	6	6.000
311	1	sp|A8MWD9|RUXGL_HUMAN (+1)	sp|A8MWD9|RUXGL_HUMAN&sp|P62308|RUXG_HUMAN	 	 	 	27.6	76	8544	Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens (Human) OX=9606 GN=SNRPGP15 PE=5 SV=2	20	20	1.000	20	20	20.000
312	1	sp|A8MWY0|K132L_HUMAN	 	 	 	 	1.5	1029	113841	UPF0577 protein KIAA1324-like OS=Homo sapiens (Human) OX=9606 GN=KIAA1324L PE=1 SV=2	2	2	1.000	2	2	2.000
313	1	sp|A8MXV4|NUD19_HUMAN	 	 	 	 	16.5	375	42233	Nucleoside diphosphate-linked moiety X motif 19 OS=Homo sapiens (Human) OX=9606 GN=NUDT19 PE=1 SV=1	7	7	1.000	7	7	7.000
314	1	sp|A8MYZ6|FOXO6_HUMAN (+1)	sp|A8MYZ6|FOXO6_HUMAN&sp|Q12778|FOXO1_HUMAN	 	sp|A8MYZ6|FOXO6_HUMAN, sp|O43524|FOXO3_HUMAN	 	5.3	492	50594	Forkhead box protein O6 OS=Homo sapiens (Human) OX=9606 GN=FOXO6 PE=1 SV=1	3	1	0.333	3	1	1.400
